"date","content","sentiment"
"2021-12-15","I buy BMRI  siapa tau windress mulai saham ini belum ada kabar RI dan banyak menjadi holding reksadana
juga",0
"2021-12-15","Net Foreign Buy (Rp Miliar):
ARTO (145)
BBRI (133)
ADRO (60)
ESSA (16)
BMRI (16)

Net Foreign Sell (Rp Miliar):
BRMS (-36)
TLKM (-25)
CARE (-22)
BBYB (-19)
BUKA (-14)",0
"2021-12-16","Aplikasi Livin' by Mandiri menjadi andalan bank dengan kode emiten BMRI itu untuk memfasilitasi nasabah mengakses layanan perbankan secara digital. http://dlvr.it/SFWmJ8",1
"2021-12-16","Bank Mandiri akan perbanyak cabang digital di 2022 https://ift.tt/3GS8zWi #Mandiri_Itu_Keren",0
"2021-12-16","Bank Mandiri sebut 98,6 persen transaksi telah beralih ke digital https://ift.tt/3dUQQkM #Mandiri_Itu_Keren",0
"2021-12-16","Net Foreign Buy (Rp Miliar):
ARTO (100)
BMRI (31)
EMTK (26)
KLBF (22)
AVIA (20)

Net Foreign Sell (Rp Miliar):
BBRI (-179)
ASII (-158)
TLKM (-69)
SMGR (-38)
BBNI (-36)",0
"2021-12-16","Net Foreign Buy (Rp Miliar):
BBCA (58)
ARTO (56)
KLBF (18)
BMRI (13)
EMTK (12)

Net Foreign Sell (Rp Miliar):
BBRI (-114)
ASII (-108)
SMGR (-24)
TLKM (-23)
BBNI (-21)",0
"2021-12-17","Bank Mandiri salurkan KUR Rp4,79 triliun untuk sektor pariwisata https://ift.tt/3F5rb4J #Mandiri_Itu_Keren",0
"2021-12-17","Bank Mandiri salurkan KUR Rp 33,68 triliun hingga November 2021 https://ift.tt/3264wXU #Mandiri_Itu_Keren",0
"2021-12-17","Bank Mandiri (BMRI) Genjot Penyaluran KUR ke Sektor Pariwisata https://finansial.bisnis.com/read/20211217/90/1478965/bank-mandiri-bmri-genjot-penyaluran-kur-ke-sektor-pariwisata?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-17","Hingga November 2021, Bank Mandiri (BMRI) Salurkan KUR Rp33,68 Triliun https://finansial.bisnis.com/read/20211217/90/1478954/hingga-november-2021-bank-mandiri-bmri-salurkan-kur-rp3368-triliun?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-17","Bank Mandiri (BMRI) Kukuhkan Layanan Digital Perbankan https://finansial.bisnis.com/read/20211217/90/1478933/bank-mandiri-bmri-kukuhkan-layanan-digital-perbankan?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-17","BMRI cangkir nya menarik",0
"2021-12-17","tentu saham seperti bbri bmri bbni adalah saham aman untuk jangka panjang hold tapi kalau untuk trading kita harus memperhatikan IHSG karena saham ini sangat terpengaruh IHSG gerakannya",0
"2021-12-17","Saham BMRI dan UNTR Tekan Indeks Bisnis-27, MDKA dan ADRO Masih Hijau https://market.bisnis.com/read/20211217/7/1478738/saham-bmri-dan-untr-tekan-indeks-bisnis-27-mdka-dan-adro-masih-hijau?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-17","Kemarin, BBM Satu Harga hingga Bank Mandiri perbanyak cabang digital https://ift.tt/3e0EXty #Mandiri_Itu_Keren",0
"2021-12-18","MUF kumpul bareng komunitas kenalkan program kredit untuk anak muda https://ift.tt/3sieMqQ #Mandiri_Itu_Keren",0
"2021-12-18","Bank Mandiri (BMRI) Kukuhkan Layanan Digital Perbankan
https://finansial.bisnis.com/read/20211217/90/1478933/bank-mandiri-bmri-kukuhkan-layanan-digital-perbankan…",0
"2021-12-18","[BMRI]
Cup & Handle + Bullish Rectangle

Jadi gimana, menarik bukan?",1
"2021-12-18","PT Bank Mandiri Tbk (BMRI) terus mengembangkan layanan digital banking. Tercatat, total transaksi finansial Livin' by Mandiri menembus lebih dari Rp 1.500 triliun sampai dengan November 2021. 
@Brigade01Arwan1
 
@RoellyRosuli
 
@Ariesch_
 
@yarachantique
 
@Ranisor

https://newssetup.kontan.co.id/news/hingga-november-2021-nilai-transaksi-livin-by-mandiri-capai-rp-1500-triliun…",1
"2021-12-19","Bank Mandiri (Persero) Tbk, menjadi satu-satunya bank anggota the big four yang sampai saat ini belum menunjukan ketertarikannya untuk mengembangkan layanan digital.
Bank dengan kode emiten BMRI itu lebih memilih memaksimalkan layanan digital perbakan 
https://amp.kompas.com/money/read/2021/12/17/070000626/alasan-bank-mandiri-belum-kembangkan-bank-digital…",0
"2021-12-19","PT Bank Mandiri Tbk (BMRI) mencatatkan total kredit sindikasi yang melibatkan perseroan sampai dengan November 2021 mencapai Rp 157,01 triliun.
https://cnbcindonesia.com/market/20211219164746-17-300386/kredit-sindikasi-bmri-tembus-rp-157-t-per-november…",0
"2021-12-19","Kredit Sindikasi BMRI Tembus Rp 157 T per November https://cnbcindonesia.com/market/20211219164746-17-300386/kredit-sindikasi-bmri-tembus-rp-157-t-per-november?utm_source=twitter&utm_medium=oa&utm_content=cnbcindonesia&utm_campaign=cmssocmed…",0
"2021-12-19","Indeks IDX Sector Financial dalam Tren Bullish, Rekomendasi BBNI Hingga BMRI https://market.bisnis.com/read/20211219/7/1479316/indeks-idx-sector-financial-dalam-tren-bullish-rekomendasi-bbni-hingga-bmri?utm_source=dlvr.it&utm_medium=twitter…",1
"2021-12-20","Na away tarki naka bawarnakam masalaka awabi help bka bas chya peyan tark nakre .. ba jgara kesh bi bmri pey nalen tark ka  dana sur dazann hokara lo cancer",1
"2021-12-20","Net Foreign Buy (Rp Miliar):
TLKM (40)
BBCA (27)
EMTK (22)
CARE (19)
BINA (9)

Net Foreign Sell (Rp Miliar):
BMRI (-95)
BBYB (-38)
ASII (-27)
ADRO (-27)
PTBA (-26)",0
"2021-12-20","$BMRI kapan bagi dividen?",1
"2021-12-20","Net Sell Capai Rp 387,06 Miliar, Investor Asing Lepas BMRI, BBYB, dan ASII https://brt.st/7wHr",-1
"2021-12-20","Net Foreign Buy (Rp Miliar):
BBYB (16)
CARE (10)
DMMX (7)
INTP (5)
ISAT (4)

Net Foreign Sell (Rp Miliar):
BMRI (-32)
BBRI (-29)
DRMA (-25)
BBCA (-20)
BBNI (-17)",0
"2021-12-20","IHSG Jatuh di Sesi I, dari BMRI hingga ARTO Kompak Dibuang Asing https://market.bisnis.com/read/20211220/7/1479549/ihsg-jatuh-di-sesi-i-dari-bmri-hingga-arto-kompak-dibuang-asing?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-20","IHSG Melemah ke 6.563,7 di Sesi Pertama Hari Ini, Asing Lepas MSIN, BMRI, BBRI http://investasi.kontan.co.id/news/ihsg-melemah-ke-65637-di-sesi-pertama-hari-ini-asing-lepas-msin-bmri-bbri… #IHSG",0
"2021-12-21","sktr 50% dana d RDN sdh sy belikn $BMRI. jk harga naik, sy nikmati aj. jk harga turun, saya avg down nambah muatan dg sisa amunisi yg ada. sy tdk bs mmantau pgerakn harga saham stiap saat. seringnya masang order, trus sy tinggal. nengok aplikasi sesekali disambi kerja. $IHSG ",1
"2021-12-21","Net Foreign Buy (Rp Miliar):
TLKM (28)
ARTO (23)
PGAS (15)
EMTK (15)
BMRI (12)

Net Foreign Sell (Rp Miliar):
BBRI (-58)
BBYB (-35)
BBCA (-25)
ASII (-19)
UNVR (-18)",0
"2021-12-21","Indeks Bisnis-27 Dibuka Hijau, WIKA, BMRI dan SMGR Paling Naik https://market.bisnis.com/read/20211221/7/1479964/indeks-bisnis-27-dibuka-hijau-wika-bmri-dan-smgr-paling-naik?utm_source=dlvr.it&utm_medium=twitter…",1
"2021-12-22","Mandiri Tunas Finance kembali raih Top Digital Award https://ift.tt/3qo2JFU #Mandiri_Itu_Keren",0
"2021-12-23","Ada Penyesuaian, Ini Suku Bunga Deposito Terbaru Bank Mandiri (BMRI)",0
"2021-12-23","Kamu di bmri juga ris? Angkatan berapa e?",0
"2021-12-23","chicklit favoritku adalah yang ditulis oleh pegawai bmri wkwk",0
"2021-12-23","Ada Penyesuaian, Ini Suku Bunga Deposito Terbaru Bank Mandiri (BMRI) https://finansial.bisnis.com/read/20211223/90/1480972/ada-penyesuaian-ini-suku-bunga-deposito-terbaru-bank-mandiri-bmri?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-23","Bank Mandiri (BMRI) Siap Terapkan BI-Fast di Aplikasi Livin’ dan Kopra https://finansial.bisnis.com/read/20211223/90/1480935/bank-mandiri-bmri-siap-terapkan-bi-fast-di-aplikasi-livin-dan-kopra?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-23","$BMRI
Harga ditutup membentuk pola black closing marubozu yang merupakan sinyal bearish continuation namun masih di atas EMA50, stochastic netral dan MACD histogram divergence negatif.

Current Price : 7.050
Target Beli : 7.000
Take Profit 1 : 7.175
Take Profit 2 : 7.250",1
"2021-12-23","$BMRI
Rekomendasi : Buy on Weakness
Time Horizon 1 - 5 hari

BMRI mencatat telah menyalurkan KUR senilai Rp33,68 triliun kepada lebih dari 353.000 debitur hingga November 2021. Realisasi tersebut sudah mencapai 96,24% dari total target penyaluran KUR perseroan pada 2021.",0
"2021-12-24","Asing Buru Saham BMRI Saat Indeks Menguat di Level 6.562,9 https://brt.st/7x82",0
"2021-12-24","Pemerintah Alihkan 3,73 Miliar Saham Bank Mandiri (BMRI) ke Indonesia Investment Authority https://finansial.bisnis.com/read/20211224/90/1481590/pemerintah-alihkan-373-miliar-saham-bank-mandiri-bmri-ke-indonesia-investment-authority?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-24","Ambil posisi baru di bank Victoria, setelah buang barang ANTM dan sedikit kurangi porsi di BMRI.",1
"2021-12-24","PT Bank Mandiri (Persero) Tbk. (BMRI) menyampaikan informasi perubahan suku bunga deposito terbarunya.
#bankmandiri

https://m.bisnis.com/finansial/read/20211223/90/1480972/ada-penyesuaian-ini-suku-bunga-deposito-terbaru-bank-mandiri-bmri….",0
"2021-12-24","IHSG Naik Tipis, Asing Lego ASII-SMGR & Buru BMRI-EMTK https://cnbcindonesia.com/market/20211224154353-17-301848/ihsg-naik-tipis-asing-lego-asii-smgr-buru-bmri-emtk?utm_source=twitter&utm_medium=oa&utm_content=cnbcindonesia&utm_campaign=cmssocmed…",1
"2021-12-24","MTF selenggarakan bursa karier dan cetak rekor MURI https://ift.tt/3prA83b #Mandiri_Itu_Keren",1
"2021-12-25","PT Bank Mandiri Tbk (BMRI) mengaku terus melakukan berbagai upaya dalam mencegah munculnya kejahatan perbankan seiring perkembangan digitalisasi

https://keuangan.kontan.co.id/news/begini-upaya-bank-mandiri-cegah-kejahatan-perbankan-di-tengah-digitalisasi…",0
"2021-12-25","3,37 Miliar Saham BMRI Dialihkan ke INA #LengkapCepatBeritanya #Keuangan #Ekonomi #InfoSaham #HargaSaham . https://economy.okezone.com/read/2021/12/25/278/2522559/3-37-miliar-saham-bmri-dialihkan-ke-ina…",0
"2021-12-25","Pemerintah Alihkan 8 Persen Saham Bank Mandiri (BMRI) Senilai Rp 22,67 Triliun ke INA http://insight.kontan.co.id/news/pemerintah-alihkan-8-persen-saham-bank-mandiri-bmri-senilai-rp-2267-triliun-ke-ina… #BankMandiri",0
"2021-12-25","Pemerintah Alihkan 3,73 Miliar Saham Bank Mandiri (BMRI) ke Indonesia Investment Authority

https://google.com/amp/s/m.bisnis.com/amp/read/20211224/90/1481590/pemerintah-alihkan-373-miliar-saham-bank-mandiri-bmri-ke-indonesia-investment-authority…",0
"2021-12-26","Mandiri Tunas Finance bantu Yataka https://ift.tt/3qmHyE5 #Mandiri_Itu_Keren",0
"2021-12-27","IHSG Menguat 12,54 Poin, Saham BMRI Jadi Favorit Asing http://dlvr.it/SG5Yr1",0
"2021-12-27","IHSG Menguat 12,54 Poin, Saham BMRI Jadi Favorit Asing https://brt.st/7xij",0
"2021-12-27","$BBNI $BBRI $BBCA $BMRI $ARTO

https://youtu.be/yaN7SaSiY5U

#rafathar 
#rans
#giselle",0
"2021-12-27","Untuk BMRI, pemerintah Indonesia mengalihkan 3,73 miliar saham seri B atau setara 8 persen dari modal disetor dan ditempatkan di Bank Mandiri (BMRI).",1
"2021-12-27","Apa karna investor asing gak ada yg tertarik??? Weisas lah BBRI, BMRI cutlosss...",0
"2021-12-27","Pasar Saham Sepi, Asing Lepas ADRO-BBYB & Koleksi BMRI-TBIG https://cnbcindonesia.com/market/20211227164624-17-302423/pasar-saham-sepi-asing-lepas-adro-bbyb-koleksi-bmri-tbig?utm_source=twitter&utm_medium=oa&utm_content=cnbcindonesia&utm_campaign=cmssocmed…",0
"2021-12-27","Net Foreign Buy (Rp Miliar):
MDKA (58)
BMRI (58)
INKP (31)
TBIG (25)
BUKA (25)

Net Foreign Sell (Rp Miliar):
ADRO (-77)
BBYB (-53)
BBRI (-49)
ASII (-22)
MTEL (-19)",0
"2021-12-27","IHSG Ditutup Menguat, Saham BMRI, TBIG, dan BUKA Diborong Investor Asing https://market.bisnis.com/read/20211227/7/1482172/ihsg-ditutup-menguat-saham-bmri-tbig-dan-buka-diborong-investor-asing?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-27","Pemerintah mengalihkan sebagian kepemilikan saham di PT Bank Mandiri Tbk (BMRI) dan PT Bank Rakyat Indonesia Tbk (BBRI) atau BRI ke lembaga pengelola investasi.",0
"2021-12-27","beli bluechip kayak BMRI  aja pas mau mendekati bulan dividen hehe",1
"2021-12-27","Pemerintah Indonesia mengalihkan sebagian kepemilikan saham di PT Bank Mandiri (Persero) Tbk. (BMRI) dan PT Bank Rakyat Indonesia (Persero) Tbk.(BBRI) kepada Lembaga Pengelola Investasi atau Indonesia Investment Authority (INA) senilai total Rp45 triliun https://m.bisnis.com/finansial/read/20211226/90/1481940/pemerintah-alihkan-saham-bank-mandiri-dan-bri-senilai-total-rp45-triliun…",0
"2021-12-27","Net Foreign Buy (Rp Miliar):
INKP (28)
MDKA (25)
BMRI (21)
BUKA (13)
JPFA (12)

Net Foreign Sell (Rp Miliar):
BBRI (-47)
ADRO (-44)
BBYB (-36)
ARTO (-16)
MTEL (-8)",0
"2021-12-27","Sah! INA Resmi Jadi Pemegang Saham Bank Mandiri (BMRI) dan BRI (BBRI) http://keuangan.kontan.co.id/news/sah-ina-resmi-jadi-pemegang-saham-bank-mandiri-bmri-dan-bri-bbri… #Bisnisperbankan",0
"2021-12-27","IHSG Naik Tipis 0,06% ke 6.566 pada Sesi I Hari Ini, Asing Borong SMMA, BMRI, BUKA http://investasi.kontan.co.id/news/ihsg-naik-tipis-006-ke-6566-pada-sesi-i-hari-ini-asing-borong-smma-bmri-buka… #IHSG",1
"2021-12-27","IHSG Naik Tipis Sesi I, Saham BMRI dan BUKA Jadi Sasaran Asing https://market.bisnis.com/read/20211227/7/1482065/ihsg-naik-tipis-sesi-i-saham-bmri-dan-buka-jadi-sasaran-asing?utm_source=dlvr.it&utm_medium=twitter…",1
"2021-12-27","Pasca Inbreng, Begini Porsi Kepemilikan Saham INA di Bank Mandiri (BMRI) dan BRI (BBRI) https://finansial.bisnis.com/read/20211227/90/1482040/pasca-inbreng-begini-porsi-kepemilikan-saham-ina-di-bank-mandiri-bmri-dan-bri-bbri?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-27","Klu gak salah pemerintah masih memiliki 52% BMRI dan 53% di BBRI kak. BBRI sih lbh likuid dibanding BMRI. Klu niatnya trading ya cari momentum aja kak ",0
"2021-12-27","Sell sell BBRI BMRI sebelum terlambat",0
"2021-12-27","Jujur saya bingung kenapa bmri membuat aplikasi baru (kuning) daripada mengupgrade aplikasi sebelumnya (biru).",0
"2021-12-28","Setelah menanamkan modal ke PT Dayamitra Telekomunikasi Tbk, Indonesia Investment Authority (INA), lembaga pengelola investasi Indonesia, kembali menambah kepemilikan saham di PT 
@bankmandiri
 Tbk (BMRI) dan PT Bank Rakyat Indonesia Tbk (BBRI).",0
"2021-12-28","Bismillah cicil $BMRI  1 lot ",0
"2021-12-28","Indonesia Investment Authority (INA), lembaga yang dibentuk pemerintah berdasarkan Undang-Undang No.11 tahun 2020 tentang Cipta Kerja, kini memiliki saham di dua bank pelat merah yaitu Bank Mandiri (BMRI) dan Bank Rakyat Indonesia (BBRI).
Selengkapnya 
http://theiconomics.com/capital-market/pemerintah-resmi-alihkan-sebagian-sahamnya-di-bank-mandiri-dan-bri-ke-ina/…",0
"2021-12-28","#JokowiErickMandiriKesehatan
Nantinya rumah sakit ini akan bekerja sama dengan PT Telkom Indonesia Tbk (TLKM) dan PT Asuransi Jiwa Inhealth Indonesia, anak usaha PT Bank Mandir Tbk (BMRI) dalam hal integrasi data.

@erickthohir

https://cnbcindonesia.com/market/20211227121538-17-302311/ada-rs-internasional-erick-bali-punya-pariwisata-kesehatan…",0
"2021-12-28","Pemerintah selaku pemegang saham mayoritas PT Bank Mandiri (Persero) Tbk (BMRI) mengalihkan 3,37 miliar saham atau 8 persen ke Indonesia Investment Authority (INA) dengan nilai Rp22,67 triliun.
#bankmandiri

https://ekbis.sindonews.com/read/638993/178/pemerintah-alihkan-saham-bmri-dan-bbri-rp45-triliun-ke-ina-1640427143?_gl=1*vtumw1*_ga*TTE4azBOd1J2Y0Z2MVBBVkpWYmpITDBNVlZRZ1NBVjBMVC16Sy1KMHZwMnUxdHVJeG4xRzVGejAzVVJOZHhoNg…..",0
"2021-12-29","Nasabah PT Bank Mandiri (Persero) Tbk. (BMRI) kini bisa melakukan transfer dana hanya dengan menggunakan nomor handphone atau alamat email sebagai alternatif pengganti nomor rekening tujuan.",0
"2021-12-29","Mandiri BMRI Beroperasi Normal Saat Libur Tahun Baru

Direktur Operation Bank Mandiri Toni EB Subari mengatakan perseroan juga mengantisipasi puncak transaksi nasabah di ATM dan EDC pada Hari Raya Natal 2021 dan Tahun Baru 2022. https://idxchannel.com/banking/mandiri-bmri-beroperasi-normal-saat-libur-tahun-baru…",0
"2021-12-29","IHSG Naik Tipis, Asing Lepas SMGR-UNTR & Koleksi BMRI-ICBP https://cnbcindonesia.com/market/20211229155736-17-303043/ihsg-naik-tipis-asing-lepas-smgr-untr-koleksi-bmri-icbp?utm_source=twitter&utm_medium=oa&utm_content=cnbcindonesia&utm_campaign=cmssocmed…",1
"2021-12-29","Net Foreign Buy (Rp Miliar):
EMTK (30)
MDKA (29)
BMRI (29)
NATO (23)
BRMS (22)

Net Foreign Sell (Rp Miliar):
ADRO (-89)
BBCA (-79)
MTEL (-24)
IPTV (-20)
BBRI (-18)",0
"2021-12-29","Sabar ya, Om. Bapakku juga nyangkut BMRI udah 3 tahun ",-1
"2021-12-29","Bank Mandiri (BMRI) Beri Pembiayaan Rp50 Miliar ke Adhi Persada Beton https://finansial.bisnis.com/read/20211229/90/1483010/bank-mandiri-bmri-beri-pembiayaan-rp50-miliar-ke-adhi-persada-beton?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-29","BMRI adanya :""",0
"2021-12-29","Net Foreign Buy (Rp Miliar):
BRMS (18)
EMTK (17)
NATO (14)
BMRI (12)
CARE (8)

Net Foreign Sell (Rp Miliar):
BBCA (-64)
ADRO (-36)
SMGR (-20)
IPTV (-17)
ARTO (-11)",0
"2021-12-29","IHSG hari ini menguat di 6.603, asing borong TLKM hingga BMRI https://idxchannel.com/market-news/ihsg-hari-ini-menguat-di-6603-asing-borong-tlkm-hingga-bmri…",0
"2021-12-29","Bank Mandiri (BMRI) Siap Terapkan BI-Fast di Aplikasi Livin’ dan Kopra https://finansial.bisnis.com/read/20211223/90/1480935/bank-mandiri-bmri-siap-terapkan-bi-fast-di-aplikasi-livin-dan-kopra…",0
"2021-12-29","Bank Mandiri Taspen bantu pensiunan punya rumah layak huni https://ift.tt/3Ez07d9 #Mandiri_Itu_Keren",0
"2021-12-30","mantul. senin HAKA BUMN. $BMRI $BBRI $BBNI $BBTN $PGAS $TLKM",0
"2021-12-30","Bank Mandiri (BMRI) dan LPEI Sinergi Perkuat Ekspor https://ekonomi.bisnis.com/read/20211230/9/1483622/bank-mandiri-bmri-dan-lpei-sinergi-perkuat-ekspor?utm_source=dlvr.it&utm_medium=twitter…",0
"2021-12-30","Bank Mandiri dan LPEI kerja sama transaction banking dukung ekspor https://ift.tt/3HdBGUq #Mandiri_Itu_Keren",0
"2022-01-23","Big bank masih berkonsolidasi,kita lihat 1 minggu kedepan apakah masih tahan dibawah tekanan US Market yg bearish. #bbca #bbni #bbri #bmri",-1
"2022-08-02","#kafein jelang closing 4 saham bigcaps ini ditarik agar #idx semakin jauh dr 6911, sbg persiapan tekanan yg terjadi pada market barat malam ini. 

#BBNI 7975 -> 8075 +125pts +1.57%
#BBRI 4330 -> 4400 +40pts +0.92%
#BMRI 8125 -> 8175 +200pts +2.51%
#TLKM 4300 -> 4450 +150 +3.49%",1
"2022-09-07","VIEW IHSG SAHAM SULTAN COAL
https://youtu.be/-I_ExuwbZZw

#ctasaham
#bnisekuritas 
#saham
#BEI
#IDX
#IHSG
#trading
#UNTR
#BUMI
#IHSG 
#INDY
#GEMS 
#HRUM
#SMMT
#ASII
#AUTO
#innova
#allnewrush 
#coal 
#batubara
#BBCA
#ADRO
#PGAS
#ADMR
#BBRI
#ITMG
#BBNI
#BMRI
#bank
#foreignbuy
#energy",0
"2022-09-08","#kafein wah kemarin diturunin hingga tampak adanya kemungkinan berlanjut, tp hari ini dibalik hingga nyaris capai high hari sebelumnya di 7287.

Saham bank yg kemarin di prodit hari ini ditarik kembali.

#bbri #bmri #bbni",1
"2022-11-19","#kafein saham yg dibeli asing di akhir pekan lalu, adalah 2 saham pendorong market : #bbca dan #bmri 

estimasi #kafein #BMRI berpeluang memberikan dividen yg lbh besar vs #BBNI #BBRI.",1
"2022-11-20","Wah asing masih masif keluar dari #TLKM apakah level 4000 akan dipertahankan? 

Jangan lupa follow 
https://linktr.ee/BluechipCiptadana…

#saham #TLKM #BMRI #BBCA #ASII #BBRI #ITMG #ADMR #AMRT #INDF #MDKA #tiktok #Instagram #linkedin #follow #like #share #comment",-1
"2022-11-30","#kafein 3 saham big #bank cetak rekor #ath baru:

#bbca ath 9400
#bbri ath di 4980
#bmri ath di 10800 ",1
"2022-11-30","Cek RDSH yang jumlahnya lumayan, sempat growth 5%. But then -8%. Suddenly check the funfactsheet yang seingetku bagus emitenya.

Setelah review..
#ADRO, #BBCA, #BMRI.. oke koq!

But then, 

Ada #GOTO , langsung ""Ouuh. Ouke.""

Aku maklum.. 

#stocksID 
#reviewinvestmentportfolio",0
"2022-12-02","10 saham yang paling banyak diperdagangkan di 
@IDX_BEI
 selama tahun 2022 berdasarkan value 

1. #BBCA 175.3 T
2. #BBRI  174.3T
3. #TLKM 124.0T
4. #BMRI 109.5T
5. #ADRO 96.0T
6. #BUMI 81.9T
7.  #GOTO 80.9T
8. #ARTO 74.5T
9. #ASII 73.7T
10. #ANTM 69.6T
Biar kayak #SpotifyWrapped",1
"2022-12-07","Bayan (BYAN) Naik ke Peringkat 3, Bank Mandiri (BMRI) Disalip! https://investor.id/market-and-corporate/315598/bayan-byan-naik-ke-peringkat-3-bank-mandiri-bmri-disalip?utm_source=dlvr.it&utm_medium=twitter…",1
"2022-12-07","aku taro di rds saham manu andalan kak walopun ada goto & telkom tapi masih ada top holdings bbca,bmri dll yg mungkin kan akan dipakai terus produknya, bingung skrg buat ambil keputusan kl skiranya akan naik walopun nunggu bbrp th kedepan si gpp tp kalo merah trs gondok juga",1
"2022-12-08","BMRI

ada di support box kuning
entry 9900 - 10050
SL 9850

disc.on",0
"2022-12-08","Akses UMKM ke Perbankan Baru 20%, Ternyata Ini Alasannya!

Watchlist : BBRI, BMRI, BBTN, BBKP, BBCA, MEGA, ARTO, BTPN, BJBR, BJTM, AGRO

Source :",0
"2022-12-08","BMRI ngebentuk gap di 10.375 - 10.075. Saat ini masih tertahan di cloud ichimoku.

R1 : 10.125
R2: 10.530
S1 : 10.100
S2 : 9.955
 untuk mencapai s2 berat deh dan di s1 ini bakal jadi support kuat",1
"2022-12-09","Pada perdagangan akhir pekan ini #IHSG di perkirakan bergerak dalam tekanan pada rentang 6.650 – 6.850. Saham-saham blue chip dan konstituen LQ45 seperti #BBCA #BBRI #BMRI #ASII #ANTM #PGAS mulai menunjukan sinyal rebound dan menarik untuk mulai akumulasi pembelian.
Disclaimer On",1
"2022-12-09","#NoPanik 

Saya Rasa  #AntiResesi , LapKeu  Bank Bank Besar #BBCA #BMRI #BBRI dll Laba Masih Tinggi 

Logika Saya : klu mau resesi Indicator'nya Simple 
Bank2 "" Batuk Batuk"" dulu pak , Tapi Faktanya Berbalik 

So I think #AntiResesi 

IMO",1
"2022-12-09","Saya Rasa Aman Pak Dari Resesi , Lap Laba Bank Bank Besar #BBCA #BMRI #BBRI dll Laba Masih Tinggi , 

Logika Saya : klu mau resesi Di Indonesia Indicator'nya Bank'nya "" Batuk Batuk"" dulu pak , Tapi Faktanya Berbalik #AntiResesi 

IMO",1
"2022-12-09","Komposisi kepemilikan saham di $BRIS pasca rights issue:
1. $BMRI 52,2%
2. $BBNI 23,87%
3. $BBRI 15,79%
Per Sep'22 CAR $BRIS ada di level 17,19%, menurun dari 22,75% YoY.
#bebipinter #bank #BI #Jumat #rightissue #BLACKPINK",-1
"2022-12-09","$BRIS akan menerbitkan saham baru sebanyak 4,99 miliar saham seri B di harga pelaksanaan Rp 1.000/saham dengan dana yang dihimpun mencapai Rp4,99 triliun.
$BMRI memiliki saham $BRIS sebesar 50,83% akan mengambil 2,54 miliar saham baru yang diterbitkan senilai Rp 2,54 triliun.",0
"2022-12-09","BMRI - ACCUM BUY

Berada di Bottoming Area berpotensi 
terjadinya penguatan. Area beli terbaik pada 9900-10100. Stoploss jika Closing di bawah level 9850",1
"2022-12-09","Stock Picks
9 Desember 2022

BMRI 
Spec Buy dengan support di 10050, 
cutloss jika break di bawah 9850. 
Jika tidak break di bawah 10050, 
potensi naik ke 10200-10300 short term. 

#cgscimbid #stockpicks #investasi 

Disclaimer: http://bit.ly/cgscimbiddisclaimer…",1
"2022-12-09","BMRI - SPECULATIVE BUY target 10.200/10.425 stop loss di bawah 9.800

KLBF - BUY IF BREAK 2.150 target 2.200/2.250 stop loss di bawah 2.050

PGAS - BUY 1.830-1.850 target 1.900/1.925 stop loss di bawah 1.760

WIKA - BUY 845-855 target 875/890 stop loss di bawah 805",0
"2022-12-09","IHSG Hari Ini Bisa Hijau, Cermati Saham BMRI, PGAS hingga TBIG https://market.bisnis.com/read/20221209/189/1606885/ihsg-hari-ini-bisa-hijau-cermati-saham-bmri-pgas-hingga-tbig?utm_source=dlvr.it&utm_medium=twitter…",0
"2022-12-10","#kafein beberapa ssham terutama market leader naiknya sudah kebanyakan, wajar saja tergerus aksi profit diantaranya : #bbca #bbri #bmri jadi wajar, hanya #asii yg berlebihan sdgkan #tlkm tergerus sentimen negatif.

Indofood yg diamw malah melesat dlm senyap.",-1
"2022-12-10","Misal : BBCA BMRI BBRI BBNI
Semua orang tau dong 4 saham ini bagus?

Gampang dong tinggal copy aja masuk ke 4 saham ini?

Apakah semua orang cuan?
Apakah ga ada yang cutloss?",1
"2022-12-11","BBCA
BMRI
BBNI
BBRI 
AAPL
VISA 

INDON/INDOIS
FR 
Emas. 

Pokoknya aset tidak terlihat jd ttp bisa cosplay tidak punya uang ",0
"2022-12-12","IHSG Potensi Bearish Besok, Cermati Saham ASII, ADRO, BMRI, dan INKP https://market.bisnis.com/read/20221212/7/1607872/ihsg-potensi-bearish-besok-cermati-saham-asii-adro-bmri-dan-inkp?utm_source=dlvr.it&utm_medium=twitter…",-1
"2022-12-12","Sp 13/12 : 1. Intp tlkm bipi. 2. Ctra pans bdmn cmry unvr hrum ptba inco tmas. 3. Pwon mpmx bmri bbri enak abmm adro",0
"2022-12-12","ADRO, BMRI, BBCA, BBNI, ANTM

All in ke saham ini Insyaallah lu keputusan terbaik ke elu.",0
